Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,,,"Peine Custom Firearms, Inc.",greg@peinecustomfirearms.com,,1600 S.C.R. 1133,,United States,USA,,,Texas,TX,Midland,,,,79706,(432) 553-6972,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,NATIONAL GUNSMITHS ASSOCIATION,nationalgunsmithsassociation@yahoo.com,,30871 Blue Star Highway,,United States,USA,,,Florida,FL,Midway,,,,32343,(850) 509-0979,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Florida,,,,,
,,,,,,,,,,,,,,,,,"Ballistic Engineering, LLC",ballistic_engineering@yahoo.com,,208 E Main Street Po Box 202,,United States,USA,,,Pennsylvania,PA,Millheim,,,,16854,(814) 409-9288,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,M C Addleman LLC,coyote9by9@yahoo.com,,4369 W. Avenida de Golf,,United States,USA,,,Florida,FL,Milton,,,,32571,(850) 602-5054,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Florida,,,,,
,,,,,,,,,,,,,,,,,Great Basin Gunsmith,gbgunsmith@charter.net,charter.net,1221 Melborn way,,United States,USA,,,Nevada,NV,Minden,,,,89423,(775) 267-0285,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Nevada,,,,,
,,,,,,,,,,,,,,,,,G.L.Lorenzo Gunmaker DBA Pacific West Gunsmithing,argunnots@gmail.com,,5812 Muncy RD,,United States,USA,,,California,CA,Modesto,,,,95358,(209) 247-7405,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->California,,,,,
,,,,,,,,,,,,,,,,,Liberty Gun Works & Mil-Spec Armorers,libertygunworks@aol.com,,1702 Carson St.,,United States,USA,,,North Carolina,NC,Monroe,,,,28110,(704) 226-7341,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->North Carolina,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 204,gm204gs@gandermountain.com,,2400 Market Place Blvd,,United States,USA,,,Pennsylvania,PA,Moon Township,,,,15108,(412) 494-9229,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 337,gm337gs@gandermountain.com,,236 Norman Station Blvd,,United States,USA,,,North Carolina,NC,Mooresville,,,,28115,(704) 658-0822,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->North Carolina,,,,,
,,,,,,,,,,,,,,,,,"US POD BOX, Inc",sales@uspodbox.com,,3308 Frank Whisnant Rd,,United States,USA,,,North Carolina,NC,Morganton,,,,28655,(828) 446-6427,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->North Carolina,,,,,
,,,,,,,,,,,,,,,,,ACE'S DUGOUT CRAFTSMAN FOR FREEDOM,acesdugout@gmail.com,,1016 Overlook Dr.,,United States,USA,,,Arkansas,AR,Mountain Home,,,,72653,(870) 656-7084,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arkansas,,,,,
,,,,,,,,,,,,,,,,,Anderson Services Gunsmithing & Firearms Training,murray@missourigunsmith.com,,911 C.R. 3500,,United States,USA,,,Missouri,MO,Mountain View,,,,65548,(417) 934-2175,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Missouri,,,,,
,,,,,,,,,,,,,,,,,Endless Mountain Arms Inc.,Rob@endlessmountainarms.com,endlessmountainarms.com,224 Carpenter Street,,United States,USA,,,Pennsylvania,PA,Muncy,,,,17756,(570) 546-3346,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,American Gunsmithing Institute,cryan@americangunsmith.com,,351 Second Street,,United States,USA,,,California,CA,Napa,,,,94559,(800) 797-0867,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->California,,,,,
,,,,,,,,,,,,,,,,,Red Whitten Gunsmithing,rwfixem@yahoo.com,,116 Taylor,,United States,USA,,,Montana,MT,Nashua,,,,59248,(406) 746-3309,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Montana,,,,,
,,,,,,,,,,,,,,,,,K.L. Stottlemyer & Co.,Kstottlemyer@cox.net,,1305 Earle Dr,,United States,USA,,,California,CA,National City,,,,91950,(760) 504-9834,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->California,,,,,
,,,,,,,,,,,,,,,,,New Creek Arms,steve@newcreekarms.com,,Lot 49 Bear Ridge Road,,United States,USA,,,West Virginia,WV,New Creek,,,,26743,(443) 668-9504,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->West Virginia,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 257,gm257gs@gandermountain.com,,8635 Clinton Street,,United States,USA,,,New York,NY,New Hartford,,,,13413,(315) 768-8800,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,Weaver Gun and Tool,weavergunandtool@yahoo.com,,466 S. Clayton Rd.,,United States,USA,,,Ohio,OH,New Lebanon,,,,45345,(937) 248-4541,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Ohio,,,,,
,,,,,,,,,,,,,,,,,Clark's Gunsmithing & LAC Customs,wclark@mwt.net,,934 South Adams st,,United States,USA,,,Wisconsin,WI,New Lisbon,,,,53950,(608) 562-5574,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wisconsin,,,,,
,,,,,,,,,,,,,,,,,England Gunsmithing,stan@englandgunsmithing.com,,1253D County Lake Rd.,,United States,USA,,,Alabama,AL,New Marke,,,,35761,(256) 933-0136,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Alabama,,,,,
,,,,,,,,,,,,,,,,,Trinity Arms of Oregon,info@trinityarms.net,,1500 S Sandoz Rd #13,,United States,USA,,,Oregon,OR,Newberg,,,,97132,(503) 537-2104,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Oregon,,,,,
,,,,,,,,,,,,,,,,,Ron Roark Enterprises,Rangemaster1@msn.com,,4039 Colonett Place,,United States,USA,,,California,CA,Newbury Park,,,,91320,(805) 499-3272,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->California,,,,,
,,,,,,,,,,,,,,,,,Ron_Roark_General_Gunsmithing,Rangemaster1@msn.com,,4039 Colonett Place,,United States,USA,,,California,CA,Newbury Park,,,,91320,(805) 499-3272,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->California,,,,,
,,,,,,,,,,,,,,,,,"Accurate Plating & Weaponry, INC.",,,5229 County Road 99,,United States,USA,,,Alabama,AL,Newville,,,,36353,(334) 585-9488,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Alabama,,,,,
,,,,,,,,,,,,,,,,,Norco Armory,//www.norcoarmory@yahoo.com,,1950 S. Fourwheel Dr,,United States,USA,,,California,CA,Norco,,,,92860,(951) 321-9830,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->California,,,,,
,,,,,,,,,,,,,,,,,Rylin Tactical Training and Research,tacticaloptions@cox.net,,1800 Lightwood Lane,,United States,USA,,,Virginia,VA,Norfolk,,,,23518,(757) 905-0133,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Virginia,,,,,
,,,,,,,,,,,,,,,,,The Gunsurgeon,gunsurgeon@bellsouth.net,,522 Edgefield Rd Rte 25,,United States,USA,,,South Carolina,SC,North Augusta,,,,29841,(803) 646-0893,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->South Carolina,,,,,
,,,,,,,,,,,,,,,,,Straight Shooter Supply,straightshootersupply@charter.net,,2296 Madrona St,,United States,USA,,,Oregon,OR,North Bend,,,,97459,(541) 297-6500,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Oregon,,,,,
,,,,,,,,,,,,,,,,,AmerigunUSA,chris@amerigunusa.com,,4024 Martus Rd.,,United States,USA,,,Michigan,MI,North Branch,,,,48461,(248) 343-4854,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Michigan,,,,,
,,,,,,,,,,,,,,,,,Grundhauser Gun Works,sales@grundhausergunworks.com,,P.O. Box 816,,United States,USA,,,Minnesota,MN,North Branch,,,,55056,(651) 277-5363,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Minnesota,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 195,gm195gs@gandermountain.com,,4938 PORTAGE ST. NW,,United States,USA,,,Ohio,OH,North Canton,,,,44720,(330) 498-0995,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Ohio,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 167,gm167gs@gandermountain.com,,43825 W. OAKS DR.,,United States,USA,,,Michigan,MI,Novi,,,,48377,(248) 380-4000,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Michigan,,,,,
,,,,,,,,,,,,,,,,,Carlin Arms,carlin_arms@yahoo.com,,304 Hill Street,,United States,USA,,,Iowa,IA,Oakland,,,,51560,(712) 482-3388,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Iowa,,,,,
,,,,,,,,,,,,,,,,,JBelk Gunworks,jbelk09@gmail.com,,240 N. Center St.,,United States,USA,,,Idaho,ID,Oakley,,,,83346,(775) 397-4339,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Idaho,,,,,
,,,,,,,,,,,,,,,,,West Texas Gunsmithing,jcrtx@sbcglobal.net,,1213 West 10th Street,,United States,USA,,,Texas,TX,Odessa,,,,79763,(432) 332-1021,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Cutting Edge Arms LLC,cuttingedgearms@cox.net,,6840 NW 11th,,United States,USA,,,Oklahoma,OK,Oklahoma City,,,,73127,(405) 603-6723,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Oklahoma,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 499,gm499gs@gandermountain.com,,9519 STATE HWY 16,,United States,USA,,,Wisconsin,WI,Onalaska,,,,54650,(608) 783-2820,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wisconsin,,,,,
,,,,,,,,,,,,,,,,,The Orange County Gunsmith,gunsmith@ocgunsmith.com,,1124 W Chapman,,United States,USA,,,California,CA,Orange,,,,92868,(949) 306-2028,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->California,,,,,
,,,,,,,,,,,,,,,,,RESTORATIVE WELDING,prnagel@frontier.com,frontier.com,401 S. Ninth Street,,United States,USA,,,Illinois,IL,Oregon,,,,61061,(815) 732-1249,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Illinois,,,,,
,,,,,,,,,,,,,,,,,Dale's Firearm Service,dalesfirearmservice@gmail.com,,2964 Old Highway Owens Cross Roads,,United States,USA,,,Alabama,AL,Owens Cross Roads,,,,35763,(256) 655-2557,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Alabama,,,,,
,,,,,,,,,,,,,,,,,"AAA-0, LLC Gunsmith, Finishes, Custom Firearms",sales@aaa-0.com,,PO Box 7098,,United States,USA,,,Kentucky,KY,Paducah,,,,42002,(270) 442-0801,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Kentucky,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 390,gm390gs@gandermountain.com,,3240 James Sanders Blvd,,United States,USA,,,Kentucky,KY,Paducah,,,,42001,(270) 538-0444,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Kentucky,,,,,
,,,,,,,,,,,,,,,,,Zeno Sin City Custom,daveinnevada@msn.com,,900 Pratt St.,,United States,USA,,,Nevada,NV,Pahrump,,,,89048,(702) 493-5504,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Nevada,,,,,
,,,,,,,,,,,,,,,,,Heverling's Guns & Gunsmithing,jimhev@verizon.net,,146 SCHOOLHOUSE RD.,,United States,USA,,,Pennsylvania,PA,Palmyra,,,,17078,(717) 838-5952,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,Orion Gun Works,oriongunworks@yahoo.com,,3237 Nautical Dr,,United States,USA,,,Florida,FL,Panama City,,,,32409,(850) 258-8173,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Florida,,,,,
,,,,,,,,,,,,,,,,,RHF,ipscmaster@gmail.com,,12249 N Pine Vista Trl,,United States,USA,,,Colorado,CO,Parker,,,,80138,(720) 314-8220,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Colorado,,,,,
,,,,,,,,,,,,,,,,,"Lock & Gunsmith, Inc.",rick0shea@bellsouth.net,,1420 W. Garden St.,,United States,USA,,,Florida,FL,Pensacola,,,,32502,(850) 432-2656,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Florida,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 216,gm216gs@gandermountain.com,,66 Mall Parkway,,United States,USA,,,Pennsylvania,PA,Pensdale,,,,17756,(570) 546-1040,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Pennsylvania,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 284,gm284gs@gandermountain.com,,5114 Holiday Drive,,United States,USA,,,Illinois,IL,Peoria,,,,61615,(309) 692-4110,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Illinois,,,,,
,,,,,,,,,,,,,,,,,Blackheart International Gunsmithing,customerservice@bhigear.com,,US-250 & WV-76,,United States,USA,,,West Virginia,WV,Philippi,,,,26416,(304) 457-1280,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->West Virginia,,,,,
,,,,,,,,,,,,,,,,,AWC - Barrel Threading & Gunsmithing Services,awc@awcsystech.com,,1515 W DEER VALLEY RD # A-105,,United States,USA,,,Arizona,AZ,Phoenix,,,,85027,(623) 780-1050,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arizona,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 255,gm255gs@gandermountain.com,,60 Smithfield Blvd,,United States,USA,,,New York,NY,Plattsburgh,,,,12901,(518) 566-6100,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,Utah Rifle - Custom Rifles & Precision Gunsmithing,mag@hiwaay.net,,523 Canyon View Lane,,United States,USA,,,Utah,UT,Pleasant Grove,,,,84062,(801) 796-9395,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Utah,,,,,
,,,,,,,,,,,,,,,,,GreenSide Gunsmithing,greensidegunsmithing@yahoo.com,,7663 Vienna Lane,,United States,USA,,,Florida,FL,Port Richey,,,,34668,(727) 247-9807,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Florida,,,,,
,,,,,,,,,,,,,,,,,Armspro,levi@armspro.com,,181 Raven Rd,,United States,USA,,,Washington,WA,Port Townsend,,,,98368,(360) 390-8018,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Washington,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 176,gm176gs@gandermountain.com,,5348 S. WESTNEDGE AVE.,,United States,USA,,,Michigan,MI,Portage,,,,49024,(269) 388-9770,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Michigan,,,,,
,,,,,,,,,,,,,,,,,Christopherson Gunsmithing Services,burtonc677@wwdb.org,,2527 S.W. Hamilton Court,,United States,USA,,,Oregon,OR,Portland,,,,97239,(503) 244-0305,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Oregon,,,,,
,,,,,,,,,,,,,,,,,Rough Creek Gunsmthing LLC,rich@roughcreekgunsmithing.com,,3300 W L Bar L Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 848-2136,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arizona,,,,,
,,,,,,,,,,,,,,,,,Rough Creek Gunsmithing LLC,info@roughcreekgunsmithing.com,,3300 W L Bar L Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 848-2136,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arizona,,,,,
,,,,,,,,,,,,,,,,,Zimmerman Arms LLC,info@zimmermanarms.com,,540 Sixth Street #F,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 778-1864,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arizona,,,,,
,,,,,,,,,,,,,,,,,M.C. Gunworks,mcgn21@plw.com,,3229 E. Riverdale Rd.,,United States,USA,,,Idaho,ID,Preston,,,,83263,(208) 604-2428,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Idaho,,,,,
,,,,,,,,,,,,,,,,,Walker's Firearms,walkersfirearms@yahoo.com,,rt. 1 box 35,,United States,USA,,,Missouri,MO,Preston,,,,65732,(417) 993-5383,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Missouri,,,,,
,,,,,,,,,,,,,,,,,Haines Custom Guns,precmach@msn.com,,115 Repentance Rd.,,United States,USA,,,Idaho,ID,Priest River,,,,83856,(208) 660-9809,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Idaho,,,,,
,,,,,,,,,,,,,,,,,HAINES CUSTOM GUNS CO.,precmach@msn.com,,115 REPENTANCE RD.,,United States,USA,,,Idaho,ID,Priest River,,,,83856,(208) 660-9809,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Idaho,,,,,
,,,,,,,,,,,,,,,,,PERFECTION MACHINE & TOOL CO.,precmach@msn.com,,115 REPENTANCE RD.,,United States,USA,,,Idaho,ID,Priest River,,,,83856,(208) 660-9809,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Idaho,,,,,
,,,,,,,,,,,,,,,,,"Odenthal's Guns, Inc.",odenthalguns@integra.net,,8940 Maureen Circle,,United States,USA,,,Minnesota,MN,Prior Lake,,,,55372,(952) 440-7977,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Minnesota,,,,,
,,,,,,,,,,,,,,,,,Annabi Risk Management & Consulting Inc.,amjedannabi@aol.com,,18 Lindsay Ln,,United States,USA,,,New York,NY,Putnam Valley,,,,10579,(914) 806-4744,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,C.L.'s Gun Shop,t_bowling@sbcglobal.net,,61800 E 50 Rd.,,United States,USA,,,Oklahoma,OK,Quapaw,,,,74363,(918) 674-2425,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Oklahoma,,,,,
,,,,,,,,,,,,,,,,,American_Arms_Engineering,RONKONTOWSKY@HOTMAIL.COM,,15850 27 MILE ROAD,,United States,USA,,,Michigan,MI,Ray,,,,48096,(586) 944-6577,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Michigan,,,,,
,,,,,,,,,,,,,,,,,"High Desert Gunsmithing,LLC",sxsmike@msn.com,,6890 NE 1st Street,,United States,USA,,,Oregon,OR,Redmond,,,,97756,(541) 948-6673,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Oregon,,,,,
,,,,,,,,,,,,,,,,,RDP Gunsmithing,gunsmith1911a1@yahoo.com,,8802 Egypt Road,,United States,USA,,,Indiana,IN,Rensselaer,,,,47978,(219) 866-7527,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Indiana,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 194,gm194gs@gandermountain.com,,2644 TAYLOR RD. SOUTHWEST,,United States,USA,,,Ohio,OH,Reynoldsburg,,,,43068,(614) 856-0066,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Ohio,,,,,
,,,,,,,,,,,,,,,,,Greenhat Custom LLC,greenhat35@hotmail.com,,148 General Cleburne Drive,,United States,USA,,,Kentucky,KY,Richmond,,,,40475,(859) 582-6578,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Kentucky,,,,,
,,,,,,,,,,,,,,,,,C & S Specialties,wyogunsmith@yahoo.com,,20 Gardens North Drive,,United States,USA,,,Wyoming,WY,Riverton,,,,82501,(307) 856-8118,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wyoming,,,,,
,,,,,,,,,,,,,,,,,Lone Wolf Gun Repair,lonewolfgunrepair@wcc.net,,9009 W Highway 158,,United States,USA,,,Texas,TX,Robert Lee,,,,76945,(325) 234-3061,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 254,gm254gs@gandermountain.com,,300 Jay Scutti Road,,United States,USA,,,New York,NY,Rochester,,,,14623,(585) 424-4100,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->New York,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 367,gm367gs@gandermountain.com,,3470 55th St NW,,United States,USA,,,Minnesota,MN,Rochester,,,,55901,(507) 252-2033,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Minnesota,,,,,
,,,,,,,,,,,,,,,,,"Gun Works Now, ask me how!",gunworksnow-llc@hotmail.com,,13827 Marshall Rd,,United States,USA,,,Ohio,OH,Rockbridge,,,,43149,(740) 248-6464,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Ohio,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 281,gm281gs@gandermountain.com,,3068 McFarland Road,,United States,USA,,,Illinois,IL,Rockford,,,,61114,(815) 637-9600,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Illinois,,,,,
,,,,,,,,,,,,,,,,,Rockwall Armory,pdrogers@sbcglobal.net,,524 Marty Cir,,United States,USA,,,Texas,TX,Rockwall,,,,75087,(972) 771-6793,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Texas,,,,,
,,,,,,,,,,,,,,,,,Jarhead Gunsmithing,jarheadgunsmith@yahoo.com,,10413 Kays Lane,,United States,USA,,,Arkansas,AR,Rogers,,,,72756,(479) 936-4781,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Arkansas,,,,,
,,,,,,,,,,,,,,,,,"HERITAGE CUSTOM ARMS, LLC",nmyers03@comcast.net,,250 Keller Rd.,,United States,USA,,,Georgia,GA,Rossville,,,,30741,(706) 866-4430,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Georgia,,,,,
,,,,,,,,,,,,,,,,,Gander Mountain 126,gm126gs@gandermountain.com,,1560 County Hwy XX,,United States,USA,,,Wisconsin,WI,Rothschild,,,,54455,(715) 355-5500,,,,Gunsmiths || Repair || Modifications,7/10/2012,1/1/2014,active,bronze,Archery & Firearms->Gunsmiths->Wisconsin,,,,,
