Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Legacy ID,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Updated Date,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,,,Schure Adam C DVM,,,15440 N 7th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85022,(602) 993-1660,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Serbin Brian A DVM,,,4855 E Thomas Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85018,(602) 840-3446,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Simplot Partners,,,23910 N 19th Ave Ste 60,,United States,USA,,,Arizona,AZ,Phoenix,,,,85085,(623) 879-0839,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Six Points Hardware,,,10009 N 19th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85021,(602) 861-3195,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Six Points Hardware,,,1409 N 19th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85009,(602) 252-6157,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Snodgrass Chris Vet,,,9812 N 7th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85020,(602) 861-1355,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Sonora Fence,,,Phoenix AZ 85001,,United States,USA,,,Arizona,AZ,,,,,85001,(602) 820-5682,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,South Mountain Ace Hardware,,,6841 S Central Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85042,(602) 276-8563,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Southside Animal Hospital,,,6045 S Central Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85042,(602) 276-5505,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Southwest Wrought Iron,,,Phoenix AZ 85001,,United States,USA,,,Arizona,AZ,,,,,85001,(623) 846-9777,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Southwest Wrought Iron,,,4120 N 67th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85033,(623) 846-9777,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Spay Neuter Hot Line,,,Phoenix AZ 85001,,United States,USA,,,Arizona,AZ,,,,,85001,(602) 265-7729,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Spay Neuter Hot Line,,,N Central Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85012,(602) 265-7729,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Spirit Equestrian Center,,,N 43rd St & Greenway,,United States,USA,,,Arizona,AZ,Phoenix,,,,85009,(602) 410-9290,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Standard Wire & Cable Co,,,3120 W Thomas Rd Ste 801,,United States,USA,,,Arizona,AZ,Phoenix,,,,85017,(602) 269-2501,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Steamboat Truck,,,3431 W Maricopa St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85009,(602) 484-9699,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Stockman Feeds,,,7315 W Buckeye Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85043,(623) 936-5549,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,Sunburst Animal Hospital,,,5032 W Thunderbird Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85053,(602) 938-1860,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Sundance Veterinary Hospital,,,8350 W Lower Buckeye Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85043,(623) 478-9295,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Sunset Gate,,,Phoenix AZ 85020,,United States,USA,,,Arizona,AZ,,,,,85020,(480) 656-4610,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Tack Solutions by Leslie,,,16026 N 32nd St Ste A,,United States,USA,,,Arizona,AZ,Phoenix,,,,85032,(602) 404-2165,,,,Horse Saddle,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Saddle,,,,,
,,,,,,,,,,,,,,,,,Tessenderlo Kerley AG,,,2248 W Lower Buckeye Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85009,(602) 256-9316,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,The Feed Barn,,,2428 west Lone Cactus Dr,,United States,USA,,,Arizona,AZ,Phoenix,,,,85027,(623) 582-1147,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,The Home Theater Doctor,,,1928 E Park St Havlr--Listen Top Th,,United States,USA,,,Arizona,AZ,Phoenix,,,,85042,(602) 200-0404,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,The Rustic Express,,,13830 N 19th Way,,United States,USA,,,Arizona,AZ,Phoenix,,,,85022,(602) 765-3397,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,The Worthy Institute,,,2942 N 24th St Ste 207,,United States,USA,,,Arizona,AZ,Phoenix,,,,85016,(602) 258-3300,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Three Swords Fencing Academy,,,13825 N 32nd St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85032,(602) 334-1877,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Towar David R DVM,,,3502 W Greenway Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85053,(602) 843-8387,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Trailers Plus,,,22001 N 23rd Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85027,(623) 879-5974,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Tramonto Pet Clinic,,,33908 N 10th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85085,(623) 451-4348,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Tri-Continental Truck Brokerage Inc,,,5025 E Washington St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85034,(602) 267-1911,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Trucks Only,,,Phoenix AZ 85001,,United States,USA,,,Arizona,AZ,,,,,85001,(602) 971-7177,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Trucks Plus Auto Sales,,,5301 N 27th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85017,(602) 995-2828,,,,Truck Dealers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Truck Dealers,,,,,
,,,,,,,,,,,,,,,,,Trucks West of Phoenix,,,2239 N Black Canyon Hwy,,United States,USA,,,Arizona,AZ,Phoenix,,,,85009,(602) 288-3830,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Truck Works,,,3220 W Sherman St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85009,(602) 233-3713,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Twin Acres School of Riding,,,21152 N 22nd St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85024,(602) 404-2700,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Two Men and A T,,,2905 W Indian School Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85017,(602) 472-3362,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul at 40th St & Camelback,,,4007 E Camelback Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85018,(602) 840-5378,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul at Dunlap & I-17,,,2701 W Dunlap Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85051,(602) 864-0413,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul at Grand Ave & Indian School,,,3601 W Indian School Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85019,(602) 353-0711,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Moving & Storage at 19th & Bell,,,1935 W Bell Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85023,(602) 467-1152,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Moving & Storage at 26th & Indian School Rd,,,2626 E Indian School Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85016,(602) 977-0902,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Moving & Storage at 50th St & McDowell,,,4950 E McDowell Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85008,(602) 267-8355,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Moving & Storage at Cave Creek,,,20618 N Cave Creek Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85024,(602) 765-9600,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Moving & Storage at I-17 & Deer Vly,,,21621 N 26th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85027,(623) 580-4000,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Moving & Storage at S 40th St,,,3425 S 40th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85040,(602) 470-0663,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Moving & Storage of Downtown Phoenix,,,410 S 2nd St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85004,(602) 495-9856,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,6858 W Indian School Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85033,(623) 846-9243,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,5621 S Central Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85040,(602) 323-1599,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,4080 W Clarendon Ave No 1,,United States,USA,,,Arizona,AZ,Phoenix,,,,85019,(602) 455-6515,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,6403 W Van Buren St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85043,(623) 936-1029,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Union Hills Ace Hardware,,,18416 N 19th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85023,(602) 863-9002,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,USA Truck,,,4030 W Lower Buckeye Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85009,(602) 278-2449,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Vanaken Pet Hospital,,,3871 W Indian School Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85019,(602) 278-2388,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Weinacker Karl DVM,,,3227 E Bell Rd Ste 145,,United States,USA,,,Arizona,AZ,Phoenix,,,,85032,(602) 992-4560,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Welty William A DVM,,,7807 N 35th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85051,(602) 841-0727,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Westbrook Animal Hospital,,,3539 W Bell Rd # 4,,United States,USA,,,Arizona,AZ,Phoenix,,,,85053,(623) 825-9170,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Western Hunter Services,,,Phoenix AZ 85020,,United States,USA,,,Arizona,AZ,,,,,85020,(480) 219-1503,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Western Organics,,,625 S 51st Ave # B,,United States,USA,,,Arizona,AZ,Phoenix,,,,85043,(602) 269-5756,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,West Plaza Animal Hospital LTD,,,3528 W Bethany Home Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85019,(602) 841-0757,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Westridge Animal Hospital,,,4801 N 75th Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85033,(866) 475-4863,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Wild Seed,,,6615 S 28th St,,United States,USA,,,Arizona,AZ,Phoenix,,,,85042,(602) 276-3536,,,,Fertilizer and Seed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fertilizer and Seed,,,,,
,,,,,,,,,,,,,,,,,Xit,,,PO Box 57779,,United States,USA,,,Arizona,AZ,Phoenix,,,,85079,(602) 973-7029,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Yocham G D DVM,,,6045 S Central Ave,,United States,USA,,,Arizona,AZ,Phoenix,,,,85042,(602) 276-5505,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Zeus Auto & Truck,,,4124 W Indian School Rd,,United States,USA,,,Arizona,AZ,Phoenix,,,,85019,(602) 423-5892,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Ace Hardware - Pinetop,,,95 E White Mountain Blvd,,United States,USA,,,Arizona,AZ,Pinetop,,,,85935,(928) 367-0404,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Blue Ridge Pet Clinic Inc,,,712 E White Mountain Blvd,,United States,USA,,,Arizona,AZ,Pinetop,,,,85935,(928) 367-5950,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Hon-Dah Home Center,,,Highway 260 Milepost #357,,United States,USA,,,Arizona,AZ,Pinetop,,,,85935,(928) 369-2604,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,U-Haul Co,,,691 E White Mountain Blvd,,United States,USA,,,Arizona,AZ,Pinetop,,,,85935,(928) 367-4764,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Chino Hay Market Inc,,,Mohave Rd & Agnes Wilson Rd,,United States,USA,,,Arizona,AZ,Poston,,,,85371,(928) 662-4848,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Feed,,,,,
,,,,,,,,,,,,,,,,,A-Action Welding,,,1505 Shoup St,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 445-2579,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,ABC Fencing,,,Prescott AZ 86301,,United States,USA,,,Arizona,AZ,,,,,86301,(928) 925-0180,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Anderson Mark E DVM,,,2611 Avenger Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 776-7669,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Animal Care Clinic-Prescott Pc,,,803 E Sheldon St,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 445-5442,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Beverly Gardens Trailer Park,,,1403 W Iron Springs Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 445-0648,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Chambers Elaine M DVM,,,1441 W Gurley St,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 445-2331,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Coburn Frank S DVM,,,803 E Sheldon St,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 445-5442,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Davis Fence Co,,,Prescott AZ 86301,,United States,USA,,,Arizona,AZ,,,,,86301,(928) 708-0036,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Dow Amie D DVM,,,1318 W Iron Springs Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 445-2190,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Drawn West,,,203 E Union St,,United States,USA,,,Arizona,AZ,Prescott,,,,86303,(928) 778-5725,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Ferens Ann DVM,,,PO Box 3099,,United States,USA,,,Arizona,AZ,Prescott,,,,86302,(928) 778-7657,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Granite Mountain Materials,,,560 E Z St,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 778-5553,,,,Hardware Stores,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Hardware Stores,,,,,
,,,,,,,,,,,,,,,,,Granite Mountain Veterinary Hospital,,,3073 Willow Creek Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 771-1340,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Gyroland Fencing,,,Prescott AZ 86301,,United States,USA,,,Arizona,AZ,,,,,86301,(928) 777-0204,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Hoffman Buildings & Barns Inc,,,1630 Shoup St,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 632-5730,,,,Farm Equipment,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Farm Equipment,,,,,
,,,,,,,,,,,,,,,,,Jet Trucks Express,,,Prescott AZ 86301,,United States,USA,,,Arizona,AZ,,,,,86301,(928) 777-2114,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,L Bell Ranch,,,Prescott AZ 86301,,United States,USA,,,Arizona,AZ,,,,,86301,(928) 442-9884,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Logan Fencing & Stone Work,,,1541 Oregon Ave,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 899-6900,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Logan Fencing & Stone Work,,,353 Lincoln Ave,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 717-8833,,,,Fencing,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Fencing,,,,,
,,,,,,,,,,,,,,,,,Metcalf Todd DVM,,,832 Hope St,,United States,USA,,,Arizona,AZ,Prescott,,,,86303,(928) 445-7499,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Nolte Bryan K DVM,,,2611 Avenger Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 776-7669,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Pauletto Tammy J DVM,,,1318 W Iron Springs Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 445-2190,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,P K Boot Maker,,,600 Miller Valley Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 442-1213,,,,Western Wear,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Western Wear,,,,,
,,,,,,,,,,,,,,,,,Raenell Killian DVM,,,1318 W Iron Springs Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 445-2190,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Sindy Thompson Training Stbls,,,9100 N Callahan Rd # B,,United States,USA,,,Arizona,AZ,Prescott,,,,86305,(928) 308-8971,,,,Horse Arenas,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Arenas,,,,,
,,,,,,,,,,,,,,,,,Szekely Don DVM,,,3073 Willow Creek Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 771-1340,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Triple E Construction Inc,,,505 N Lynx Creek Rd,,United States,USA,,,Arizona,AZ,Prescott,,,,86303,(928) 778-3056,,,,Metal Buildings,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Metal Buildings,,,,,
,,,,,,,,,,,,,,,,,U-Haul Neighborhood Dealer,,,3122 N State Route 89,,United States,USA,,,Arizona,AZ,Prescott,,,,86301,(928) 458-7606,,,,Trailers,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Trailers,,,,,
,,,,,,,,,,,,,,,,,Visiting Vet Mobile Animal,,,Prescott AZ 86302,,United States,USA,,,Arizona,AZ,,,,,86302,(928) 778-7657,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,Bradshaw Mountain Animal Hosp,,,6227 E 2nd St,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 772-7775,,,,Veterinarians,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Veterinarians,,,,,
,,,,,,,,,,,,,,,,,H and M Feeds,,,8172 E Long Mesa Dr,,United States,USA,,,Arizona,AZ,Prescott Valley,,,,86314,(928) 775-2667,,,,Horse Feed,3/11/2012,5/1/2013,Active,Diamond,AZ->Agriculture->Horse Feed,,,,,
