Account Username,Account Password,Account Contact First Name,Account Contact Last Name,Account Contact Company,Account Contact Address,Account Contact Address2,Account Contact Country,Account Contact State,Account Contact City,Account Contact Postal Code,Account Contact Phone,Account Contact Fax,Account Contact Email,Account Contact URL,Listing ID,Listing Title,Listing Email,Listing URL,Listing Address,Listing Address2,Listing Country,Listing Country Abbreviation,Listing Region,Listing Region Abbreviation,Listing State,Listing State Abbreviation,Listing City,Listing City Abbreviation,Listing Neighborhood,Listing Neighborhood Abbreviation,Listing Postal Code,Listing Latitude,Listing Longitude,Listing Phone,Listing Fax,Listing Short Description,Listing Long Description,Listing Keywords,Listing Renewal Date,Listing Status,Listing Level,Listing Category 1,Listing Category 2,Listing Category 3,Listing Category 4,Listing Category 5,Listing Template
,,,,,,,,,,,,,,,402652,Swamp Honky Outfitters,,,196 Hilliardville Rd.,,United States,USA,,,Florida,FL,Crawfordville,,,,32327,,,(850) 926-8620,,,,Guide Service || Sightseeing Tours,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Alligator,,,,
,,,,,,,,,,,,,,,402762,Sweetwater Creek Bow Hunting,,www.sweetwatercreekbowhunt.com,101 County Road 4010,,United States,USA,,,Texas,TX,Decatur,,,,76234,,,(940) 393-5853,,,Sweetwater Creek Bow Hunting would like to welcome you to our bow hunting only facility. Our hunting packages are all inclusive. There are no trophy fees charged when you harvest your trophy (Or any other hidden fees.). The hunting area is a 2500 acre tra,,1/1/2014,active,Limited,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Exotic,Guides & Outfitters -> Wild Boar & Javelina,,,
,,,,,,,,,,,,,,,402792,Swift Creek Outfitters,scohill@mylifeline,www.horsebackadv.com,Po Box 1825,,United States,USA,,,Wyoming,WY,Jackson,,,,83001,,,(307) 739-2300,,,,Guided Hunts  ||  Elk  ||  Moose  ||  Bear       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,,,,
,,,,,,,,,,,,,,,402793,Swift Creek Outfitters,,www.horsebackadv.com,Po Box 1825,,United States,USA,,,Wyoming,WY,Jackson,,,,83110,,,(307) 739-2300,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,402807,Swiftwater Outfitters,,www.swiftwateroutfitters.com,3401 Lois Drive,,United States,USA,,,Alaska,AK,Anchorage,,,,99517,,,(907) 272-2120,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Moose,Guides & Outfitters -> Bear,Guides & Outfitters -> Predator,,
,,,,,,,,,,,,,,,402848,Switchback Outfitters Llc,,www.switchbackoutfitters.com,Po Box 2296,,United States,USA,,,Wyoming,WY,Cody ,,,,82414,,,(406) 446-1311,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Moose,
,,,,,,,,,,,,,,,402855,Switzer'S Gap Gamebirds,,,Jewell County,,United States,USA,,,Kansas,KS,Mankato,,,,66956,,,(785) 378-3708,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,402899,Sykes Place Plantationblack Horse Lodge,,www.blackhorselodge.com,8453 Hwy 388,,United States,USA,,,Mississippi,MS,Brooksville,,,,39739,,,(205) 345-3589,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,402900,Sykes Plantation,sykeshunt@hotmail.com,www.sykesplaceplantation.com,37 Ridgeland,,United States,USA,,,Alabama,AL,Tuscaloosa,,,,35406,,,(205) 799-1320,(205) 345-3589,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  || Preserve  ||  Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant  ||  Chukar ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,,
,,,,,,,,,,,,,,,402960,T & C Wildlife,tk@ckt.net,www.time2hunt.com,2461 Arrowhead Rd,,United States,USA,,,Kansas,KS,Arcadia,,,,66711,,,(620) 638-4797,(620) 638-4600,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,,
,,,,,,,,,,,,,,,403104,T G R Game Preserve,,www.germanbirddogs.com,6501 CR 118 ,,United States,USA,,,Texas,TX,Bullard,,,,75757,,,(903) 312-6280,,,,Bird Hunting  ||  Quail  ||  Chukar     ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,403145,T Lazy T Outfitters,info@tlazytoutfitters.com,www.tlazytoutfitters.com,Po Box 1288,,United States,USA,,,Wyoming,WY,Jackson,,,,83001,,,(307) 733-4481,,,,Guided Hunts  ||  Bear  ||  Bighorn Sheep  ||  Elk  ||  Deer  ||  Moose  ||  Antelope ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Sheep,Guides & Outfitters -> Moose,
,,,,,,,,,,,,,,,403146,T Lazy T Outfitters,,www.tlazytoutfitters.com,Po Box 1288,,United States,USA,,,Wyoming,WY,Jackson,,,,83001,,,(307) 733-4481,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Moose,Guides & Outfitters -> Sheep,,
,,,,,,,,,,,,,,,403158,T N T Guides And Outfitters,info@tntguidesandoutfitters,,,,United States,USA,,,Utah,UT,Central ,,,,,,,(801) 891-9700,,,,Guided Hunts  ||  Black Bear  ||  Whitetail  || Guided Hunts  ||  Elk  ||  Black Bear  ||  Mt Lions ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Buffalo,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,403257,Table Mountain Outfitters,sa.denny@worldnet.att.net,www.tablemountainoutfitters.com,Po Box 2714,,United States,USA,,,Wyoming,WY,Cheyenne,,,,82003,,,(307) 632-6352,(307) 632-6585,,,Guided Hunts  ||  Caribou  ||  Rocky Mountain Goat  ||  Moose  ||  Stone Sheep  ||  Wolf  ||  Wolverine ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Pronghorn,Guides & Outfitters -> Elk,Guides & Outfitters -> Bear,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,403267,Table Top Hunting Preserve,,www.nebraskahighcountry.com,1011 Table Rd,,United States,USA,,,Nebraska,NE,Chadron,,,,69337,,,(308) 432-5828,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,403591,Tails-A-Waggin' Acres Gamebird Preserve,childrenscharters@hotmail.com,www.preservehunt.com,18319 50th Ave.,,United States,USA,,,Michigan,MI,Marion,,,,49665,,,(231) 743-6483,(231) 743-6483,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
bolton@tallahatchiehunts.com,6b6eff61f6b4667df39e38d6da60f006,Bolton,Flautt,,P.O. Box 290,,,MS,Swan Lake,38958,,,bolton@tallahatchiehunts.com,,403673,Tallahatchie Hunts,,www.tallahatchiehunts.com,1529 Swan Lake Rd,,United States,USA,,,Mississippi,MS,Swan Lake,,,,38958,,,(662) 375-2116,,,,Guides || Outfitters,1/11/2014,active,Promoted,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Upland Game,,
,,,,,,,,,,,,,,,403687,Tallow Creek Shooting Grounds,tallowcreek@i-ss.com,,72306 Highway 1077,,United States,USA,,,Louisiana,LA,Covington,,,,70433,,,(985) 893-1951,(985) 345-5445,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,403696,Talon Air Service,talonair@alaska.net,www.talonair.com,Po Box 1109,,United States,USA,,,Alaska,AK,Soldotna,,,,99669,,,(907) 262-8899,(907) 262-5452,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Moose,Guides & Outfitters -> Caribou,,,
,,,,,,,,,,,,,,,403752,Tangle Ridge Outfitters & Guides,info@tangleridgeoutfitters.com,www.tangleridgeoutfitters.com,214 Coyote Dr,,United States,USA,,,Wyoming,WY,Greybull,,,,82426,,,(307) 765-9931,,,,Guided Hunts  ||  Elk  ||  Mule Deer  ||  Whitetail  ||  Black Bear  ||  Cougar  ||  Antelope ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Bear,Guides & Outfitters -> Mule Deer,
,,,,,,,,,,,,,,,403815,Tar River Retrievers & Gun Club,,www.tarriverretrievers.com,7501 County Home Rd.,,United States,USA,,,North Carolina,NC,Ayden,,,,28513,,,(252) 341-7765,,,,Bird Hunting  ||  Pheasant  ||  Chukar  || Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  ||  Dove  ||  Ducks  ||  Waterfowl ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,403816,Tara Wildlife Management,,www.tarawildlife.com,6791 Eagle Lake Shore Rd,,United States,USA,,,Mississippi,MS,Vicksburg,,,,39183,,,(601) 279-4261,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,,,
,,,,,,,,,,,,,,,403977,Tatum Creek Hunting Camp,tatumcreek@zebra.net,www.tatumcreek.com,1209 County Rd 189,,United States,USA,,,Alabama,AL,Marion Junction,,,,36759,,,(334) 418-6980,(334) 874-4605,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,403986,Tavaputs Ranch,,http://tavaputsranch.com,Po Box 1736,,United States,USA,,,Utah,UT,Price,,,,84501,,,(435) 637-1236,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Elk,,,
,,,,,,,,,,,,,,,404066,Taylor Guides And Outfitters,,,1601 County Rd 193,,United States,USA,,,Colorado,CO,Arboles,,,,81121,,,(970) 883-2374,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,,,
,,,,,,,,,,,,,,,404161,Tb Outfitters Of Kansas,,,10061 SE 130th Ave,,United States,USA,,,Kansas,KS,Norwich,,,,67118,,,(620) 757-8457,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,
,,,,,,,,,,,,,,,404257,Team Longbowelite,longbowelite@czo.net,www.longbowelite.com,P.O. Box 534,,United States,USA,,,Wisconsin,WI,Crivitz,,,,54114,,,(520) 840-3410,,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,,
,,,,,,,,,,,,,,,404433,Tejon Ranch,,www.tejonranch.com,4436 Lebec Rd,,United States,USA,,,California,CA,Tejon Ranch,,,,93243,,,(661) 248-3000,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,Guides & Outfitters -> White-Tailed Deer,
,,,,,,,,,,,,,,,404444,Teller Wildlife Refuge,,www.theteller.org,1288 Eastside Hwy,,United States,USA,,,Montana,MT,Corvallis,,,,59828,,,(406) 961-3507,,,,Bird Hunting  ||  Pheasant  ||  Ducks  ||  Geese  ||  Waterfowl   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Water Fowl,,
,,,,,,,,,,,,,,,404490,Ten Mile Creek Sporting Clays,,,"RFD 2, Box 36",,United States,USA,,,Minnesota,MN,Dunnell,,,,56127,,,(507) 695-2312,,,,Shooting Range  ||  Sporting Clays  ||  Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar     ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,404521,Tenderfoot Outfitters,www.tenderfoot@tenderfoot-outfitters.com,www.tenderfoot-outfitters.com,Po Box 246 ,,United States,USA,,,Colorado,CO,Gunnison,,,,81230,,,(970) 641-0504,CO,,,Guided Hunts  ||  Drop Camp Hunts  ||  Elk  ||  Mule Deer       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,,,
,,,,,,,,,,,,,,,404618,Tent Mountain Guest Ranch,info@tentmountainguestranch.com,www.tentmountainguestranch.com,HC 64 - 97,,United States,USA,,,Nevada,NV,Deeth,,,,89823,,,(775) 752-2120,,,,Guided And Unguided Hunts  ||  Ground Squirrel  ||  Coyote  ||  Badger       ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Small Game,Guides & Outfitters -> Elk,
,,,,,,,,,,,,,,,404619,Tent Mountain Guest Ranch,,www.tentmountainguestranch.com,Hc 64- Box 97,,United States,USA,,,Nevada,NV,Deeth,,,,89823,,,(775) 752-2120,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Sheep,Guides & Outfitters -> Mountain Lion,Guides & Outfitters -> Elk,
,,,,,,,,,,,,,,,404820,Texana Ranch,,www.texanaranchhunttx.com,380 Bear Creek Scout Rd. W.,,United States,USA,,,Texas,TX,Hunt ,,,,78024,,,(830) 238-4708,(830) 238-4813,,,Guided Hunts  ||  Whitetail  ||  Turkey  ||  Hogs  ||  Dove   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Exotic,Guides & Outfitters -> Wild Boar & Javelina,,
,,,,,,,,,,,,,,,404871,Texas Exotics,,http://texas-exotics.com,Rancho La Rama De Mezquite,,United States,USA,,,Texas,TX,Benavides,,,,,,,(361) 991-9071,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Buffalo,Guides & Outfitters -> Exotic,Guides & Outfitters -> Wild Boar & Javelina,,
,,,,,,,,,,,,,,,404898,Texas Hog Hunting,,www.texas-hog-hunting.com,,,United States,USA,,,Texas,TX,,,,,,,,(920) 540-5038,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,Guides & Outfitters -> Buffalo,Guides & Outfitters -> Elk,Guides & Outfitters -> Exotic,
,,,,,,,,,,,,,,,404918,Texas Ltd Trophy Whitetails,texasltd@bitstreet.com,www.texas-ltd.com,P.O. Box 2406,,United States,USA,,,Texas,TX,Albany,,,,76430,,,(682) 229-3199,,,,Guided Hunts  ||  Bobcats  ||  Coyotes  ||  Fox  ||  Lion  ||  Wild Boar  ||  Badger  ||  Racoon  ||  Ringtail Cats  ||  Javelina ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,Guides & Outfitters -> Predator,
,,,,,,,,,,,,,,,404923,Texas Outfitters Ltd,,www.texasoutfittersltd.com,Drop Tine Ranch,,United States,USA,,,Texas,TX,Pearsall,,,,78061,,,(830) 334-5800,,,,Guided Hunts  ||  Whitetail         ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Predator,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,
,,,,,,,,,,,,,,,404974,Texas-Oklahoma Quail Hunts,,,Po Box 464,,United States,USA,,,Texas,TX,Nocona,,,,76255,,,,,,,Bird Hunting  ||  Dove  ||  Quail  ||  Turkey  ||  Pheasant   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Dove,Guides & Outfitters -> White-Tailed Deer,
,,,,,,,,,,,,,,,405211,The Big K Guest Ranch,,www.bigkoutfitters.com,20029 Hwy 138 W,,United States,USA,,,Oregon,OR,Elkton,,,,97436,,,(800) 390-2445,,,,Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant  ||  Chukar  ||  Huns  || Bird Hunting  ||  Geese  ||  Ducks  ||  Turkey ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Black-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Turkey,
,,,,,,,,,,,,,,,405213,The Big Woods,thebigwoods@earthlink.net,www.bigwoods.net,14809 W FM 321,,United States,USA,,,Texas,TX,Tennessee Colony,,,,75861,,,(903) 391-1112,,,,Guided Hunts  ||  Whitetail  ||  Ducks  ||  Wild Boar  ||  Turkey  ||  Cougar  ||  Waterfowl  ||  Sporting Clays   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Water Fowl,,
,,,,,,,,,,,,,,,405223,The Bird Hunting Report,support@pnmsi.com,www.birdhuntingreport.com,P.O. Box 328,,United States,USA,,,Maryland,MD,Boyds,,,,20841,,,(301) 528-0011,(301) 528-2497,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,405225,The Bison Ranch,,www.thebisonranch.com,1001 8th Ave NW,,United States,USA,,,North Dakota,ND,Jamestown,,,,58401,,,(701) 252-9711,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Buffalo,
,,,,,,,,,,,,,,,405237,The Bluffs @ Valhalla,,www.huntthebluffs.com,76201 E 96th Ave,,United States,USA,,,Colorado,CO,Byers,,,,80103,,,(303) 822-8479,,,,Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant  ||  Chukar  ||  Huns     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Pronghorn,
,,,,,,,,,,,,,,,405249,The Bottoms,,www.gallatinbottoms.com,13475 Round Pond Rd.,,United States,USA,,,Illinois,IL,Shawneetown,,,,62984,,,(618) 269-3099,,,,Guided Hunts  ||  Bear         ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,,,,
,,,,,,,,,,,,,,,405319,The Cannonball Company,,www.cannonballcompany.com,81 E 1St St,,United States,USA,,,North Dakota,ND,Regent,,,,58650,,,(701) 563-4411,,,,Bird Hunting  ||  Pheasant  ||  Huns  ||  Grouse  ||  Whitetail  ||  Prairie Dogs  ||  Elk ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Mule Deer,,
,,,,,,,,,,,,,,,405338,The Clifton Tyler Goose Hunting Club,,,,,United States,USA,,,Texas,TX,COLUMBUS,,,,78934,,,(979) 732-6502,,,,Bird Hunting  ||  Ducks  ||  Geese  ||  Quail  ||  Dove   ,1/1/2014,active,Limited,Guides & Outfitters -> General,,,,,
,,,,,,,,,,,,,,,405339,The Clinton House Plantation,,www.clintonhouse.com,15171 Hwy 56 N,,United States,USA,,,South Carolina,SC,Clinton,,,,29325,,,(864) 833-0274,(864) 833-0274,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,,
,,,,,,,,,,,,,,,405433,The Duck Factory,,,380 Watson Lane,,United States,USA,,,Tennessee,TN,Paris,,,,38242,,,(731) 234-2681,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Water Fowl,,,,
,,,,,,,,,,,,,,,405435,The Dunn Deal Hunting Lodge,,www.worldrecordwhitetaildeer.com,31000 Hwy. 34,,United States,USA,,,Iowa,IA,Russell,,,,50238,,,(800) 662-7600,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Upland Game,Guides & Outfitters -> Predator,
,,,,,,,,,,,,,,,405517,The Fraley Ranch,,www.fraleyranch.com,15800 County Rd. 7250,,United States,USA,,,Missouri,MO,Newburg,,,,65550,,,(573) 364-3017,,,,Guided Hunts  ||  Bobcat  ||  Bison  ||  Wild Boar  ||  Elk  ||  Sika Deer  ||  Turkey  ||  Whitetail   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Elk,Guides & Outfitters -> Turkey,Guides & Outfitters -> Exotic,
,,,,,,,,,,,,,,,405524,The Gamelands At Henderson Village,,www.hendersonvillage.com,125 S Langston Cr,,United States,USA,,,Georgia,GA,Perry ,,,,31069,,,(478) 988-8696,,,,Preserve  ||  Bird Hunting  ||  Quail  ||  Dove  ||  Turkey  ||  Deer  ||  Hog  ||  Sporting Clays   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Wild Boar & Javelina,Guides & Outfitters -> Turkey,
,,,,,,,,,,,,,,,405539,The Global Sportsman,globalsportsman@satx.rr.com,www.theglobalsportsman.com,9855 Scenic Hills Dr. ,,United States,USA,,,Texas,TX,San Antonio ,,,,78255,,,(830) 755-9191,(830) 755-9186,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Bear,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Turkey,
,,,,,,,,,,,,,,,405895,The Head Master,,www.theheadmaster.com,,,United States,USA,,,Nevada,NV,Reno,,,,89502,,,(775) 323-9090,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Mountain Lion,,,,
,,,,,,,,,,,,,,,405920,The Hollek Co.Ltd.,,http://hhollek.vpweb.com,,,United States,USA,,,Washington,WA,SEATTLE,,,,98102,,,(941) 266-5409,,,,Bird Hunting  ||  Grouse  ||  Woodcock     ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Sheep,,,,
,,,,,,,,,,,,,,,405924,The Homestead,,,1194 Township Rd. 63,,United States,USA,,,Ohio,OH,West Salem,,,,44287,,,(419) 869-9652,,,,Bird Hunting  ||  Quail  ||  Pheasant  ||  Huns  ||  Clays  || Bird Hunting  ||  Quail  ||  Pheasant  ||  Chukar  || ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,405932,The Hungry Trout Motor Inn,,www.hungrytrout.com,5239 Route 86,,United States,USA,,,New York,NY,Wilminton,,,,12997,,,(800) 766-9137,,,,Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant  ||  Chukar  ||  Turkey  ||  Duck  ||  Geese  ||  Clays  || Bird Hunting ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,405933,"The Hunnewell Hunting Club,Inc",,,105 N 6th St,,United States,USA,,,Kansas,KS,Hunnewelle,,,,67140,,,(620) 892-5821,(620) 892-5869,,,Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant  ||  Prairie Chicken  ||  Turkey  ||  Ducks  ||  Geese  || Bird Hunting  ||  Quail ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,Guides & Outfitters -> White-Tailed Deer,,,
,,,,,,,,,,,,,,,405934,The Hunt Club,huntclub@midwest.net,www.thehuntclubonline.com,6004 Meyers Lane,,United States,USA,,,Illinois,IL,Percy,,,,62272,,,(618) 497-2526,,,,Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant  ||  Chukar  ||  Turkey  ||  Duck  ||  Geese  ||  Clays  || ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> White-Tailed Deer,Guides & Outfitters -> Turkey,Guides & Outfitters -> Water Fowl,,
,,,,,,,,,,,,,,,405960,The Hunting Co,,www.thehuntingcompany.com,80 W 100 S,,United States,USA,,,Utah,UT,Henefer,,,,84033,,,(435) 655-5484,,,,Bird Hunting  ||  Dove  ||  Quail  ||  Pheasant  ||  Prairie Chicken  ||  Turkey  ||  Ducks  ||  Geese   ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Moose,,
,,,,,,,,,,,,,,,405962,The Hunting Consortium,hunt@huntcon.com,www.huntingconsortium.com,45 Spring House Ln,,United States,USA,,,Virginia,VA,Berryville,,,,22611,,,(540) 955-0090,(540) 955-0091,,,,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Exotic,Guides & Outfitters -> Bear,Guides & Outfitters -> Moose,,
,,,,,,,,,,,,,,,405973,The Huntsman Hunt Club,,www.thehuntsmanhuntclub.com,3166 Havens Rd,,United States,USA,,,Michigan,MI,Dryden,,,,48428,,,(810) 796-3000,,,,Bird Hunting  ||  Dove  ||  Quail  ||  Ducks  ||  Geese  || Shooting Range  ||  Sporting Clays  ||  Wobble Trap  ||  5 Stand  ||  Bird Hunting ,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Upland Game,,,,
,,,,,,,,,,,,,,,406019,The Last Resort,,http://thelastresort1.com,57 Roberts Road,,United States,USA,,,Wyoming,WY,Daniel,,,,83115,,,(307) 859-8294,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Moose,Guides & Outfitters -> Bear,Guides & Outfitters -> Pronghorn,
,,,,,,,,,,,,,,,406049,The Louisiana Purchase Ranch Outfitters,,www.louisianapurchaseranch.com,Po Box 206,,United States,USA,,,Colorado,CO,Meeker,,,,81641,,,(970) 272-3006,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,,,
,,,,,,,,,,,,,,,406058,The Mangus 5,,www.themangus5.com,3261 CR 514,,United States,USA,,,Colorado,CO,Ignacio,,,,81137,,,(970) 749-1421,,,,Guides || Outfitters,1/1/2014,active,Limited,Guides & Outfitters -> General,Guides & Outfitters -> Elk,Guides & Outfitters -> Mule Deer,Guides & Outfitters -> Bear,,
